otype;idckkp;name;desc;mdesc;gtype;wh;ph;kkp;wikidata;wikipedia;published;x_wgs84;y_wgs84;wkt_2180
K1.10;PM00845;Ośrodek Kultury Morskiej w Gdańsku;Powstały w 2012 r. oddział Muzeum Morskiego jest centrum edukacji morskiej. Znajdują się tam dwie wystawy stałe: „Ludzie – statki – porty” oraz „Łodzie ludów świata”.;o. Narodowego Muzeum Morskiego w Gdańsku W KKP Narodowe Muzeum Morskie w Gdańsku, było oznaczone jako jeden obiekt w CKKP zostało rozdzielone na poszczególne obiekty.;area;no;no;yes;Q4845346;pl:Narodowe Muzeum Morskie w Gdańsku;2024-10-14;18.657353972343888;54.350850121656784;Point (477735.72167471429565921 720805.16753870982211083)
K1.40;MZ00439;Zespół klasztorny Franciszkanów w Niepokalanowie;Franciszkański klasztor-sanktuarium („Gród Maryi”). Założony w sierpniu 1927 r. na ziemiach ofiarowanych przez księcia Jana Druckiego-Lubeckiego, klasztor niepokalanowski stanowił miejsce działalności świętego o. Maksymiliana Marii Kolbego, franciszkanina.;;area;no;no;yes;Q1283855;pl:Niepokalanów;2024-10-14;20.416050021074312;52.20416952412491;Point (596738.24308781116269529 482955.81817938823951408)
K1.10;PM00907;Nomus – Nowe Muzeum Sztuk;Muzeum sztuki współczesnej w Gdańsku, zlokalizowane na postoczniowych terenach, działające jako oddział Muzeum Narodowego w Gdańsku. Placówka ta jest najmłodszym muzeum sztuki współczesnej w Polsce.;o. Muzeum Narodowego w Gdańsku W KKP wszyskie oddziały muzeum potraktowano jako jeden. W CKKP zostały rozdzielone na poszczególne obiekty.;area;no;no;yes;Q111830692;pl:Nomus – Nowe Muzeum Sztuk;2024-10-14;18.648037779200788;54.36316596903766;Point (477137.22017149085877463 722178.07857425895053893)
P2.00;DS00460;Ogród botaniczny Uniwersytetu Wrocławskiego;Ogród botaniczny założony we Wrocławiu w roku 1811 na terenie częściowo Ostrowa Tumskiego. Jest to drugi, po Ogrodzie Botanicznym Uniwersytetu Jagiellońskiego, najstarszy ogród w Polsce.;;area;no;no;yes;Q3886274;pl:Ogród Botaniczny Uniwersytetu Wrocławskiego;2024-10-14;17.047632258714728;51.11602691621802;Point (363391.69432502309791744 362840.21975591767113656)
P2.00;ZP00147;Ogród Dendrologiczny w Glinnej im. prof. Jerzego Tumiłowicza;Ogród powstał najprawdopodobniej około 1911 r. Znajduje się w nim ponad 800 gatunków i odmian drzew i krzewów, przede wszystkim egzotycznych rozmieszczonych na 6 ha. Najstarszym drzewem na obszarze ogrodu jest orzesznik pięciolistkowy, który ma około 180 lat.;;area;no;no;yes;Q9158896;pl:Ogród Dendrologiczny w Glinnej;2024-10-14;14.718639427651244;53.29744188165456;Point (214816.25530710458406247 612136.48781400208827108)
K1.40;MA00470;Opactwo Benedyktynów w Tyńcu;Opactwo położone na wapiennych skałach wyniesionych nad Wisłą. Opactwo ufundowane przez Bolesława Śmiałego w 1070. Zbudowane w stylu romańskim, przebudowywane w XV, XVII i XVIII w. obwarowane w pocz. XVII w.;;area;no;yes;yes;Q334336;pl:Opactwo Benedyktynów w Tyńcu;2024-10-14;19.803078988539774;50.018341147635844;Point (557514.83085442031733692 239315.95779603996197693)
K1.40;DS00188;Zespół klasztorny Cystersów w Henrykowie;Pocysterski barokowy zespół klasztorny. Jest jednym z najokazalszych i najpiękniejszych założeń barokowych na Śląsku. W skład kompleksu wchodz kilkadziesiąt obiektów wpisanych do rejestru zabytków.;;area;no;no;yes;Q1775330;pl:Opactwo Cystersów w Henrykowie;2024-10-14;17.013772826857746;50.651742315578105;Point (359634.12040357140358537 311296.25412904500262812)
K1.40;PM00116;Dawne opactwo Cystersów w Oliwie;Dawne zgromadzenie zakonne cystersów w Oliwie (obecnie dzielnicy Gdańska), najstarsza placówka klasztorna na Pomorzu Gdańskim istniejąca nieprzerwanie od 1188 do 1831 roku, a w latach 1466–1772 trwale opowiadająca się po stronie Rzeczypospolitej w jej nieustannych sporach z Gdańskiem.;;area;no;yes;yes;Q1775766;pl:Opactwo Cystersów w Oliwie;2024-10-14;18.558539408527214;54.41062392263255;Point (471356.68056154990335926 727489.69463824201375246)
K1.40;SK00711;Zespół klasztorny Cystersów w Wąchocku;Opactwo cystersów ufundowane w 1179 r. przez biskupa krakowskiego Gedeona.;;area;no;no;yes;Q251627;pl:Opactwo Cystersów w Wąchocku;2024-10-14;21.016441452293726;51.074972556131996;Point (641216.23017930868081748 358397.61734963388880715)
K1.40;SK00664;Dawne opactwo Benedyktynów w Świętym Krzyżu;Zespół klasztorny założony przez benedyktynów. Klasztor i romański kościół ufundowane zostały pomiędzy latami 1102-1138 przez Bolesława Krzywoustego.;;area;no;yes;yes;Q64008736;pl:Opactwo na Świętym Krzyżu;2024-10-14;21.05331050890234;50.859222969207416;Point (644465.90817316342145205 334487.3231674176058732)
K1.20;MA00802;Orawski Park Etnograficzny w Zubrzycy Górnej;Prezentuje architekturę oraz kulturę materialną, społeczną i duchową regionu Górnej Orawy. ;;area;no;no;yes;Q7219747;pl:Orawski Park Etnograficzny w Zubrzycy Górnej;2024-10-14;19.632509649260246;49.570551218719906;Point (545718.74535420525353402 189428.57331746444106102)
K1.10;LU00761;Ośrodek dydaktyczno-muzealny w Załuczu Starym;Ośrodek edukacyjny i muzeum przyrodnicze zlokalizowane w Starym Załuczu. Gromadzi zbiory związane z Polesiem Zachodnim, w szczególności z Poleskim Parkiem Narodowym. Ośrodek funkcjonuje od 1993 r.;;area;no;no;yes;Q17619187;pl:Ośrodek Dydaktyczno-Muzealny Poleskiego Parku Narodowego w Starym Załuczu;2024-10-14;23.122343881860438;51.395784768300324;Point (786654.52665836084634066 400195.22900019015651196)
K1.10;LU00804;Ośrodek Edukacyjno-Muzealny w Zwierzyńcu;Ośrodek edukacyjny i muzeum przyrodnicze, gromadzi zbiory związane z Roztoczańskim Parkiem Narodowym. Ośrodek funkcjonuje od 1994 r.;;area;no;no;yes;Q17611321;pl:Ośrodek Edukacyjno-Muzealny Roztoczańskiego Parku Narodowego w Zwierzyńcu;2024-10-14;22.969810963187864;50.60615469327546;Point (780783.73438407585490495 311869.48245621402747929)
K1.10;LD00490;Muzeum Wnętrz Dworskich w Ożarowie;Muzeum mieści się w drenianym dworze szlacheckim z XVIII w., obrazuje ideę rodzinności dworu polskiego.;o. Muzeum Ziemii Wieluńskiej;area;no;no;yes;brak;brak;2024-10-14;18.514238735262612;51.138636849954544;Point (466026.29140109982108697 363653.90300979377934709)
P1.20;WP00492;Palmiarnia Poznańska;Dydaktyczno-wystawowa placówka botaniczna znajdująca się w poznańskim Parku Wilsona. Na powierzchni 4600 m² (46 000 m³) w 12 pawilonach (część jest niedostępna dla publiczności – rozmnaża się w nich rośliny) prezentowanych jest około 1100 gatunków roślin, a w akwarium 170 gatunków ryb oraz około 50 gatunków roślin wodnych. Palmiarnia Poznańska jest największą w kraju i jedną z największych w Europie.;;area;no;no;yes;Q11802396;pl:Palmiarnia Poznańska;2024-10-14;16.90119463755467;52.401851348099235;Point (357260.57757435191888362 506064.15595606400165707)
K1.10;SK00250;Dawny Pałac Biskupów Krakowskich w Kielcach;Barokowy pałac w Kielcach, była rezydencja biskupów krakowskich, oddział Muzeum Narodowego w Kielcach. Najlepiej zachowana oryginalna wczesnobarokowa rezydencja pałacowa z pierwszej połowy XVII wieku w Polsce. Od 1971 r. mieści się w nim Muzeum Narodowe. Z tyłu pałacu, w 2005 roku, otwarto Ogród Włoski.;o. Muzeum Narodowe w Kielcach. W KKP obiekt Muzeum było potraktowane jako jeden obiekt, w CKKP zostały wprowadzone poszczególne oddziały.;area;no;yes;yes;Q586771;pl:Pałac Biskupów Krakowskich w Kielcach;2024-10-14;20.62765686637545;50.869204195151276;Point (614495.34779890219215304 334850.48212889616843313)
K1.20;LU00553;Zespół pałacowo-parkowy w Puławach;Pałac, którego początki sięgają II połowy XVII wieku i związane są z dziejami rodów magnackich: Lubomirskich, Sieniawskich i przede wszystkim Czartoryskich. Wzniesiony pierwotnie przez Lubomirskich według barokowego projektu Tylmana z Gameren w latach 1676–1679, ostastecznie przebudowany w latach 1785–1810 w stylu klasycystycznym przez Czartoryskich według projektu Chrystiana Piotra Aignera, jest siedzibą Instytutu Uprawy, Nawożenia i Gleboznawstwa – Państwowego Instytutu Badawczego.;W PH obiekt jest wpisany jako zespół zamkowo - pałacowy.;area;no;yes;yes;Q30102797;pl:Pałac Czartoryskich w Puławach;2024-10-14;21.961794834361992;51.41158190546411;Point (705901.73816736892331392 398048.06532358995173126)
K1.10;PM00904;Pałac Opatów w Oliwie;Zabytkowy pałac w Gdańsku-Oliwie składający się ze starszego skrzydła wschodniego z XV wieku i nowszego skrzydła południowego z XVII wieku. Umiejscowiony jest w parku Oliwskim. mieści się tu Oddział Sztuki Nowoczesnej Muzeum Narodowego w Gdańsku. Stała ekspozycja obejmuje dzieła polskich artystów XIX i XX wieku (malarstwo, rzeźba, ceramika). W oddziale znajduje się także Galeria Promocyjna, w której prezentowane są prace młodych twórców.;o. Narodowego Muzeum Morskiego w Gdańsku W KKP Narodowe Muzeum Morskie w Gdańsku, było oznaczone jako jeden obiekt w CKKP zostało rozdzielone na poszczególne obiekty.;area;no;no;yes;Q252800;pl:Pałac Opatów w Oliwie;2024-10-14;18.560205178103498;54.41108799436114;Point (471465.08235083322506398 727540.6391061587492004)
K1.20;DS00323;Pałac w Krzyżowej;Wybudowany w latach 1712–1726 neobarokowy pałac najprawdopodobniej według projektu Felixa Hammerschmidta dla rodziny von Zedlitz.;W KKP pałac został wprowadzony jako Międzynarodowy Ośrodek Spotkań Młodzieży w Krzyżowej, zmieniono nazwę objektu na obecnie funkcjonującą w materiałach.;area;no;no;yes;Q20033943;pl:Pałac w Krzyżowej;2024-10-14;16.534706767021984;50.79699636546233;Point (326320.46436146082123742 328457.9219503112253733)
K1.20;KP00345;Zespół pałacowo-parkowy w Lubostroniu;Klasycystyczny pałac, wybudowany w latach 1795–1800 przez czołowego architekta epoki klasycyzmu Stanisława Zawadzkiego, na zlecenie hrabiego Fryderyka Skórzewskiego,;;area;no;no;yes;Q11814989;pl:Pałac w Lubostroniu;2024-10-14;17.877169058272052;52.90697295377691;Point (424508.51153508434072137 560752.90221171558368951)
K1.20;OP00382;Zespół pałacowo-parkowy w Mosznej;Była rezydencja śląskiego rodu Tiele-Wincklerów, potentatów przemysłowych. Pałac posiada 365 pomieszczeń i 99 wież i wieżyczek. Powierzchnia wynosi 8 tys. m². Otacza go ponad stuhektarowy park, który jest częścią parku krajobrazowego z cennym drzewostanem.;;area;no;no;yes;Q1133188;pl:Pałac w Mosznej;2024-10-14;17.77253843880324;50.448022832894374;Point (412879.02581408096011728 287488.2537449897499755)
K1.40;DS00680;Pocysterski zespół klasztorny w Trzebnicy;Zespół klasztorny wraz z bazyliką pod wezwaniem św. Jadwigi i św. Bartłomieja, będący co najmniej od początku XIV w. sanktuarium;;area;no;yes;yes;Q1552528;pl:Bazylika i sanktuarium św. Jadwigi w Trzebnicy;2024-10-14;17.06749408329574;51.3087893869592;Point (365344.88466219534166157 384231.18410175474127755)
K1.20;DS00257;Twierdza Kłodzko;Zachowana twierdza w Kłodzku wraz z systemem umocnień będąca systemem obronnym z okresu XVII i XVIII wieku. Zajmuje powierzchnię ponad 30 hektarów. W skład kompleksu twierdzy kłodzkiej wchodzą: twierdza główna, fort posiłkowy Owcza Góra, częściowo zachowane obwarowania miejskie, umocnienia polowe.;;area;no;no;yes;Q6454959;pl:Twierdza Kłodzko;2024-10-14;16.652768008903077;50.44299121929207;Point (333390.29568319412646815 288841.20926236273953691)
P2.00;PM00725;Ogród dendrologiczny w Wirtach;Obecnie na terenie 39 kwater (33,61 ha) rośnie blisko 145 gatunków, odmian i form roślin iglastych i 310 liściastych, a także około 150 gatunków runa leśnego. W arboretum znajduje się jedyny w Polsce okaz orzecha pośredniego.;;area;no;no;yes;Q2880427;pl:Arboretum Wirty;2024-10-14;18.380032728337614;53.89886829004167;Point (459275.46164542809128761 670655.42081696644891053)
K1.20;SL00815;Osiedle robotnicze Nikiszowiec w Katowicach;Zabytkowe osiedle patronackie wybudowane w latach 1908–1919 z inicjatywy koncernu górniczo-hutniczego Georg von Giesches Erben jako osiedle robotnicze dla górników kopalni „Giesche” (od 1946 roku „Wieczorek”).;;area;no;yes;yes;Q1990266;pl:Nikiszowiec;2024-10-14;19.08154529541472;50.24282349531616;Point (505812.87941980711184442 263962.31996666919440031)
K1.40;PM00508;Pocysterski zespół poklasztorny z katedrą pw. Najświętszej Maryi Panny w Pelpinie;Gotycki kościół, pierwotnie świątynia klasztoru cystersów, od 1824 r. siedziba miejscowego biskupa. Z dawnego zespołu klasztornego zachowały się katedra oraz część zabudowań zakonnych skupionych wokół czworobocznego wirydarza. Katedra jest jedną z największych świątyń gotyku ceglanego w Polsce.;;area;no;yes;yes;Q641751;pl:Bazylika katedralna Wniebowzięcia Najświętszej Maryi Panny w Pelplinie;2024-10-14;18.693353448746194;53.92705587026287;Point (479870.40733260964043438 673656.11227847042027861)
K1.40;DS00335;Pobenedyktyński zespół klasztorny w Legnickim Polu;Budowę barokowego kościoła rozpoczęto w 1719 roku. Autorem projektu był czeski architekt Kilián Ignác Dientzenhofer, jest centralnym elementem byłego zespołu klasztornego Benedyktynów.;;area;no;yes;yes;Q649320;pl:Bazylika kolegiacka Podwyższenia Krzyża Świętego i św. Jadwigi Śląskiej w Legnickim Polu;2024-10-14;16.244155761100952;51.14553304399285;Point (307302.71223409537924454 367918.55079352221218869)
K1.40;WP00171;Pobernardyński zespół klasztorny w Górce Klasztornej;Sanktuarium Maryjne z bazyliką NMP Niepokalanie Poczętej, w której znajduje się Cudowny Obraz Matki Bożej Góreckiej z XVII wieku, koronowany 6 czerwca 1965 r. przez kardynała Stefana Wyszyńskiego. Górka Klasztorna jest najstarszym w Polsce miejscem kultu maryjnego.;;area;no;no;yes;Q9283631;pl:Górka Klasztorna;2024-10-14;17.237873803481005;53.269947127493474;Point (382522.48894589429255575 601977.24776106898207217)
K1.40;DS00707;Kalwaria z bazyliką pw. Nawiedzenia Najświętszej Maryi Panny w Wambierzycach;Centralne miejsce kalwarii zajmuje kościół p.w. Nawiedzenia Nawiedzenia Najświętszej Marii Panny, Sanktuarium Wambierzyckiej Królowej Rodzin Patronki Ziemi Kłodzkiej, w obecnej formie z 1718-21, na miejscu starszego z 1512 r. Z charakterystycznymi szerokimi schodami z licznymi stopniami wiodącymi do późnorenesansowej bezwieżowejfasady, za którą kryje się barokowe jednonawowe wnętrze.;;area;no;no;yes;Q9333670;pl:Sanktuarium Wambierzyckiej Królowej Rodzin;2024-10-14;16.457508607481202;50.489561263467074;Point (319709.41945024038432166 294473.17484702583169565)
K1.40;MZ00108;Klasztor kanoników regularnych w Czerwińsku nad Wisłą;Klasztor istniejący od XII do 1819 roku. Obecnie w rękach salezjanów. Głównym budynkiem zespołu jest romański kościół klasztorny pod wezwaniem Zwiastowania Najświętszej Marii Panny, pochodzący z drugiej ćwierci XII w., z cennym romańskim portalem. W klasztorze mieści się Muzeum Misyjne Salezjanów, powstałe w roku 1976 r. z nagromadzonych pamiątek misyjnych przywożonych przez misjonarzy salezjańskich z całego świata.;W KKP obiekt występował pod nazwą: Zespół klasztorny w Czerwińsku, zmieniona na pełną.;area;no;yes;yes;Q56220961;pl:Klasztor kanoników regularnych w Czerwińsku nad Wisłą;2024-10-14;20.310585124439648;52.39591429392574;Point (589147.75318210036493838 504140.01794912084005773)
K1.40;MA00626;Klasztor klarysek w Starym Sączu;Klasztor ufundowała w 1280r. św. Kinga – księżna krakowsko-sandomierska, wdowa po Bolesławie V Wstydliwym oraz właścicielka ziemi sądeckiej. Zespół klasztorny przebudowany został przez włoskiego muratora Jana de Simoni na początku XVII wieku, który nadał tym samym klasztorowi wygląd typowo barokowy. Dzięki temu klasztor nabył nowego charakteru budowli sakralnej poprzez wplecenie w jego wygląd form manierystyczno-barokowych z dekoracją sgraffitową.;;area;no;yes;yes;Q48845621;pl:Klasztor klarysek w Starym Sączu;2024-10-14;20.640399557519952;49.56282422879802;Point (618587.08109255158342421 189669.91115890780929476)
P1.20;DS00040;Błędne Skały;Zespół bloków skalnych na wysokości 853 m n.p.m., tworzący labirynt mający powierzchnię ok. 21 ha. Wchodzi w skład Parku Narodowego Gór Stołowych.;;area;no;no;yes;Q9183625;pl:Błędne Skały;2024-10-14;16.290295304267882;50.478303963111344;Point (307808.10709959338419139 293641.59962188318604603)
K1.10;KP00898;Biały Spichlerz w Bydgoszczy;Mieści wystawy muzealne, od 2009 r. zbiory Archeologiczne Muzeum Okręgowego im. Leona Wyczółkowskiego w Bydgoszczy.;f. Muzeum Okręgowe im. Leona Wyczółkowskiego w Bydgoszczy. Muzeum było potraktowane jako jeden obiekt, w CKKP zostały wprowadzone poszczególne filie.;area;no;no;yes;Q9340250;pl:Spichrze w Bydgoszczy;2024-10-14;17.997724796380652;53.123234635172544;Point (432949.69876655912958086 584682.14996853400953114)
K1.10;KP00906;Brama Zielona w Gdańsku;Została zbudowana w latach 1564–1568 przez Regniera z Amsterdamu i drezdeńczyka Hansa Kramera, jako gdańska rezydencja królów Polski. Mieści się w niej oddział Muzeum Narodowego w Gdańsku Zielonej Bramy. Kolekcja fotografii obejmuje ponad 12 000 obiektów w tym albumy fotograficzne, negatywy na szkle, autochromy, fotografie na papierze, diapozytywy na szkle i celuloidzie, obiekty fotograficzne, filmy video i inne.;o. Muzeum Narodowe w Gdańsku W KKP wszyskie oddziały muzeum potraktowano jako jeden. W CKKP zostały rozdzielone na poszczególne obiekty.;area;no;no;yes;Q1450669;pl:Brama Zielona;2024-10-14;18.655682404717425;54.34792392091107;Point (477625.51836858957540244 720480.20673938689287752)
K1.10;PD00888;Centrum Edukacji i Zarządzania Biebrzańskiego Parku Narodowego;Prezentowana w centrum edukacji multimedialna wystawa jest w całości poświęcona florze i faunie BPN.;;area;no;no;yes;;;2024-10-14;22.657393294692454;53.473733916156576;Point (742633.13415710011031479 629420.06004505383316427)
K1.20;PD00686;Twierdza Osowiec;Twierdza z drugiej połowy XIX wieku, znana z 6,5-miesięcznej obrony podczas I wojny światowej. Reprezentuje rosyjską szkołę fortyfikacyjną z rozwiniętym w pełni systemem poligonalnym. Na początku XX wieku zaliczana do najnowocześniejszych twierdz świata.;;area;no;no;yes;Q2503140;pl:Twierdza Osowiec;2024-10-14;22.644549966484057;53.46862123406831;Point (741810.5244676087750122 628808.10638786281924695)
K1.40;MA00099;Cmentarz Rakowicki;Cmentarz Rakowicki, dawniej Cmentarz Miejski – cmentarz komunalny w Krakowie, w dzielnicy I przy ul. Rakowickiej 26, na Warszawskiem. Założony w 1803 r., był pierwszym cmentarzem komunalnym w mieście. Zajmuje powierzchnię ok. 35 ha, na planie prostokąta (700 x 500 m), pomiędzy ulicami: Rakowicką na wschodzie, Prandoty na północy oraz al. 29 Listopada na zachodzie. Nazwa cmentarza pochodzi od nazwy drogi (obecnie ulicy Rakowickiej) wiodącej do odległej o 2 km dawnej wsi Rakowice.;;area;no;no;yes;Q1457419;pl:Cmentarz Rakowicki;2024-10-14;19.95226205248276;50.07519510065156;Point (568118.33358197030611336 245760.65699072761344723)
K1.40;PK00822;Cmentarz wojenny z 1916 r. w Krempnej;Cmentarz z I wojny światowej, zaprojektowany przez Dušana Jurkoviča. Jeden z ponad 400 zachodniogalicyjskich cmentarzy wojennych zbudowanych przez Oddział Grobów Wojennych C. i K. Komendantury Wojskowej w Krakowie. Należy do I Okręgu Cmentarnego Nowy Żmigród.;;area;no;no;yes;Q2686860;pl:Cmentarz wojenny nr 6 – Krempna;2024-10-14;21.49317364072329;49.510035593061055;Point (680424.70902060880325735 185496.92801773903192952)
K1.10;KP00899;Czerwony Spichlerz w Bydgoszczy;Mieści Galerię Sztuki Nowoczesnej.;f. Muzeum Okręgowe im. Leona Wyczółkowskiego w Bydgoszczy. Muzeum było potraktowane jako jeden obiekt, w CKKP zostały wprowadzone poszczególne filie.;area;no;no;yes;Q9340250;pl:Spichrze w Bydgoszczy;2024-10-14;17.997126398426296;53.1222296400787;Point (432908.10324682563077658 584570.94893727952148765)
K1.10;WP00405;Gmach Główny Muzeum Narodowego w Poznaniu;Główny gmach Muzeum Narodowego w Poznaniu. Mieści się w Poznaniu przy Al. Marcinkowskiego 9 na Starym Mieście przy granicy z centrum Poznania. Do 2014 r. występował pod nazwą Galeria Malarstwa i Rzeźby Muzeum Narodowego w Poznaniu. Mieści jedną z największych kolekcji malarstwa w Polsce.;"W KKP występowała jedna pozycja ""Muzeum Narodowe w Poznaniu"" w CKKP wprowadzono poszczególne oddziały";area;no;no;yes;Q16548815;pl:Muzeum Narodowe w Poznaniu (gmach główny);2024-10-14;16.929944770090025;52.408526158506916;Point (359236.90426219842629507 506749.87361240340396762)
K1.40;PD00861;Katedra pw. św. Trójcy w Drohiczynie;Kościół barokowy, wybudowany w latach 1696–1709. Dawniej pełnił funkcję kościoła klasztornego zakonu jezuitów.;;area;no;no;yes;Q9167761;pl:Katedra Trójcy Przenajświętszej w Drohiczynie;2024-10-14;22.655001055768945;52.39441392114295;Point (748589.01456437003798783 509450.66011433687526733)
K1.10;PM00404;Klasztor Franciszkanów - Muzeum sztuki dawnej;Mieści się w w zabytkowym dawnym franciszkańskim klasztorze z XV wieku. Obecnie w oddziale można zwiedzać ekspozycje stałe poświęcone ceramice i malarstwu.;o. Narodowego Muzeum Morskiego w Gdańsku W KKP Narodowe Muzeum Morskie w Gdańsku, było oznaczone jako jeden obiekt w CKKP zostało rozdzielone na poszczególne obiekty.;area;no;no;yes;Q11795986;pl:Oddział Sztuki Dawnej;2024-10-14;18.64696645062382;54.3454665598505;Point (477057.77106641192222014 720209.66818588366732001)
K1.40;WP00816;Kościół pw. Nawiedzenia Najświętszej Maryi Panny na Ratajach;Konsekrowany w 1997 r. należy do największych w Poznaniu. Projekt budowli został zlecony warszawskim architektom inż. Markowi Eiblowi oraz inż. Stanisławowi Sołtykowi. Zbudowany został na planie kształtu przypominającego bumerang.;;area;no;no;yes;Q24578032;pl:Kościół Nawiedzenia Najświętszej Maryi Panny w Poznaniu;2024-10-14;16.95375661190866;52.38400295944457;Point (360778.74931550730252638 503977.30811693303985521)
K1.40;MA00819;Kościół pw. śś. Michała Archanioła i Stanisława Biskupa i Męczennika (na Skałce);Kompleks sakralny, kościół oraz klasztor paulinów znajdujący się w Krakowie przy ulicy Skałecznej 15. Nazywany jest potocznie Skałką lub kościołem Na Skałce.;;area;no;no;yes;Q1420580;pl:Bazylika św. Michała Archanioła i św. Stanisława Biskupa w Krakowie;2024-10-14;19.937636968414388;50.048240026733666;Point (567109.76768559927586466 242751.37319860883872025)
K1.10;SK00895;Muzeum Archeologiczne w Wiślicy;Siedzibą muzeum jest wzniesiony w 2022 r., Pawilon Archeologiczny. Wystawę główną stanowią niezwykle cenne relikty architektoniczne.;o. Muzeum Narodowego w Kielcach. W KKP obiekt Muzeum było potraktowane jako jeden obiekt, w CKKP zostały wprowadzone poszczególne oddziały.;area;no;yes;yes;Q11787185;pl:Muzeum Archeologiczne w Wiślicy;2024-10-14;20.67437164151621;50.348704241565535;Point (619088.26868880295660347 277068.44673521968070418)
K1.40;MA00820;Kościół pw. śś. Piotra i Pawła w Krakowie;Jest to pierwsza budowla architektury barokowej w Krakowie. Ufundowana została dla jezuitów przez króla Zygmunta III Wazę. Plan kościoła wykonał prawdopodobnie Giovanni de Rossis, plan ten był realizowany od 1597 roku.;;area;no;no;yes;Q338657;pl:Kościół Świętych Apostołów Piotra i Pawła w Krakowie;2024-10-14;19.939074469308764;50.05692725587349;Point (567200.51904352975543588 243718.24715833165100776)
K1.10;PM00908;Muzeum Tradycji Szlacheckiej w Waplewie Wielkim;"Mieści się w zespole pałacowo-parkowym. Obiekt jest wzorcowym przykłądem ""Dworu Polskiego"" Mieszczą się w nim zabytkowe sprzęty, meble i dzieła sztuki, choć nawiązują stylistyką do czasów świetności pałacu.";o. Muzeum Narodowego w Gdańsku W KKP wszyskie oddziały muzeum potraktowano jako jeden. W CKKP zostały rozdzielone na poszczególne obiekty.;area;no;no;yes;Q11787233;pl:Muzeum Tradycji Szlacheckiej w Waplewie Wielkim;2024-10-14;19.23521413364396;53.93076715255015;Point (515439.10244746203534305 674050.97948432236444205)
K1.10;DS00501;Panorama Racławicka;Eksponuje cykloramiczny obraz Bitwa pod Racławicami namalowany w latach 1893–1894 przez zespół malarzy pod kierunkiem Jana Styki i Wojciecha Kossaka. Obraz olejny przedstawia bitwę pod Racławicami (1794), jeden z epizodów insurekcji kościuszkowskiej, zwycięstwo wojsk polskich pod dowództwem gen. Tadeusza Kościuszki nad wojskami rosyjskimi pod dowództwem gen. Aleksandra Tormasowa.;;area;no;no;yes;Q1753248;pl:Panorama Racławicka;2024-10-14;17.044654645055004;51.11027721382216;Point (363166.38143460382707417 362206.62136669963365421)
K1.10;MA00488;Państwowe Muzeum Auschwitz-Birkenau w Oświęcimiu;Muzeum utworzone w 1947 r. staraniem byłych więźniów KL Auschwitz w celu zachowania „po wsze czasy” pozostałości po byłym niemieckim nazistowskim obozie koncentracyjnym i zagłady Auschwitz-Birkenau.;;area;yes;no;yes;Q819729;pl:Państwowe Muzeum Auschwitz-Birkenau w Oświęcimiu;2024-10-14;19.175578606452216;50.0375320966143;Point (512569.62950450443895534 241154.96154950291384012)
K1.10;SK00219;Państwowe Muzeum im. Przypkowskich w Jędrzejowie;Muzeum specjalizujące się głównie w prezentacji zegarów słonecznych i przyrządów astronomicznych. Powstało w oparciu o prywatną kolekcję lekarza z Jędrzejowa Feliksa Przypkowskiego, który od 1895 roku gromadził zabytkowe zegary słoneczne, a także literaturę i inne materiały poświęcone gnomonice.;;area;no;no;yes;Q7253676;pl:Muzeum im. Przypkowskich w Jędrzejowie;2024-10-14;20.304244587098694;50.63899955814053;Point (592197.42894162773154676 308809.33939177013235167)
K1.10;LB00729;Park Drogowskazów i Słupów Milowych Cywilizacji w Witnicy;Miejski park tematyczny powstały w 1995 r. Park gromadzi pamiątki związane z szeroko rozumianym rozwojem cywilizacji technicznej, ze szczególnym uwzględnieniem zagadnień drogownictwa i przemysłu. ;;area;no;no;yes;Q11811317;pl:Park Drogowskazów i Słupów Milowych Cywilizacji w Witnicy;2024-10-14;14.896098789803327;52.676040520197034;Point (222674.67684716574149206 542386.08124970167409629)
K1.20;MA00743;Park Etnograficzny Krakowiaków Zachodnich w Wygiełzowie;Skansenu, w którym zgromadzono i udostępniono do zwiedzania przykłady budownictwa drewnianego Krakowiaków Zachodnich charakterystycznego dla okolic Krakowa.;;area;no;no;yes;Q5015814;pl:Park Etnograficzny Krakowiaków Zachodnich;2024-10-14;19.439701032547635;50.07572929397121;Point (531453.06355231290217489 245478.4624775800621137)
K1.20;KP00258;Park Etnograficzny w Kłóbce;Skansen w Kłóbce założony w roku 1993. Obejmuje obszar 13 ha, na którym zgromadzono 18 obiektów architektury ludowej zebranej w dwóch sektorach: Ziemi Kujawskiej (dwie zagrody) i Ziemi Dobrzyńskiej (jedna zagroda).;o. Muzeum Ziemi Kujawskiej i Dobrzyńskiej we Włocławku;area;no;no;yes;Q11750805;pl:Kujawsko-Dobrzyński Park Etnograficzny w Kłóbce;2024-10-14;19.128310565980232;52.45025034015726;Point (508717.32450751663418487 509381.96519694238668308)
P1.20;LD00006;Park Romantyczny w Arkadii;Ogród romantyczny w stylu angielskim założony w 1778 roku przez Helenę z Przeździeckich, żonę Michała Hieronima Radziwiłła, właściciela pobliskiego Nieborowa.;;area;no;yes;yes;Q672235;pl:Arkadia (powiat łowicki);2024-10-14;20.01485798349783;52.0840304455841;Point (569518.27069701021537185 469138.31318919925251976)
